"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45"
"1",2.82602571436509,4.87212186542808,3.58718573238479,3.61599090375738,3.24052429322186,2.29870543981643,3.51645151383501,2.54032314557983,7.97188701652589,8.00968456804775,3.55568768669571,2.95552916540428,0.46124541165578,0.319102897687087,7.19292650353854,4.31817808909872,1.79683609469328,4.95805137978491,3.19693026750754,7.96935300320825,1.1070065530994,0.857493844611951,6.08514519185825,10.3080114853079,4.32711229409469,2.61535262016513,10.6924670984864,7.16259791952165,0.0481840037135722,1.24464056906708,0.66978466076991,1.87497063150064,6.69483882784024,0.647238037858842,10.9177732240121,2.68043805324934,3.57185019796831,6.75391763878389,2.48867775177014,1.60826648905201,8.5450399492442,2.50436827868217,8.13488942706536,0.174757619043975,1.95696172945406
"2",2.92929478654932,3.62844921203428,4.75080839143065,2.82924048480249,6.55474715337419,2.03618199627839,4.10428137160296,4.7808272923781,9.73244028312791,4.86293849309275,2.6329914172407,3.60934630096432,0.697561884956204,1.61955193452058,4.76805977685612,5.00381141171674,1.71180057627533,3.32998435245749,5.87162227835592,4.96965934740192,1.74043644364315,3.76234086976853,3.45379582484258,9.92719331340481,3.86284936265186,2.75437048711956,7.22115568907866,10.2054967886276,2.67211015199714,2.17957635339295,1.0151685196529,1.25048212761469,12.0436708265364,1.67129326211026,8.65228669681602,2.50772698869936,2.78255127473029,4.38864829077282,1.29160032535561,5.30220351434915,4.73974120363845,6.19437081207972,7.46255618909881,1.07898620371103,1.19677429300122
"3",5.2818214503761,4.09167121185976,6.04741421934742,2.1702298987487,8.11521301715186,2.62508664583565,3.28583430839965,5.67078686978164,9.39618469888507,5.01212633009844,3.43280505469255,5.53547194645751,1.57172119169091,2.99384858186721,4.01286544222904,4.8945605535398,2.02289717904602,4.63751298988132,4.24710388438301,5.64568027247812,2.04217011009912,2.51995928868079,3.84593726097979,7.3859939034349,3.46634147188726,3.71891750595398,6.00850097724578,12.3571125328633,2.53093778467349,2.69273380634976,1.51491385329393,2.18114438586645,9.77413673244405,2.31010141882457,6.08484952100829,2.01277240322162,3.86354430870903,7.08774763577389,2.62541808642058,5.70617200978647,5.59977810957325,4.5603455554894,5.8280227505976,1.13171646251982,1.52638669995882
"4",5.28226230972111,4.8654997052696,5.31410967761617,2.32136767150966,8.02993924150599,3.21047979287905,2.74366353116918,5.09527241884092,7.2825938809728,4.53942240450269,3.30870925245466,5.81122474355762,1.95216235654874,2.8095316200997,4.40738446809538,3.81964704627055,2.68634507151103,4.42305007711504,4.3246007793242,6.02315765975677,1.88308997055212,2.2746850163131,3.68656670041048,7.32376954489161,2.98767459150952,3.36365546550878,5.76475173513439,10.4784259177471,1.94599107264407,3.25955208780182,1.71978944649911,1.84543761996803,7.94684860736057,2.60103129575712,6.24170704218407,3.91275964225068,5.2176025385684,6.81555881320225,2.15041872283914,4.41496617163157,5.3917036113788,4.72644831442933,4.61937273048346,3.74122900158468,1.23629281770025
"5",4.44705530498328,5.19038105006605,5.95498948027639,2.60211684399346,7.32420207581098,3.29348638527848,3.09910531891074,5.72972986158162,7.13152352894645,3.65677082078819,3.73497821412415,5.79238475357865,1.78569651856828,2.64877923243485,4.91095130309995,3.91659862742055,2.44093566690676,4.96164569668124,4.61032102780804,6.13716765486982,1.70820798853743,1.82590677412126,3.61964732622483,7.09912170773892,3.12459921192311,2.70942908162705,4.67886126782879,8.46093935760003,2.30861818237175,4.1120910153764,1.74849916440183,1.81547309808759,7.96352632470156,2.4666286818183,5.23509424696486,5.93991994846691,4.19529791251621,5.9608236068641,2.03171303653901,4.20952058892151,5.72827971901321,4.50712048804822,3.79808648658148,3.1480653279975,2.49437898498944
"6",4.28711713638139,4.38748430362176,5.18749269745153,2.17562761237749,6.3209002846699,3.42130237053264,2.83895916877765,4.85288670396933,6.01311638378732,3.96679947750807,3.46661768412663,5.03245189186779,2.21840265502565,3.51095597518155,4.79301727540602,3.92356077167767,2.54900503307049,5.05689459380364,4.32062437558012,5.65692132882064,1.72209503428384,3.1064206893424,4.19532459520994,6.92248479415097,3.57104350608735,2.65402008378213,5.49944419434998,9.33408445035752,2.90499042400764,5.21453271518566,1.79609772418901,1.64749812643631,7.10081304296753,2.45898189155667,4.48463281849965,4.97262940629088,3.81879631408111,6.00934831131474,1.863728965201,4.97071965091872,4.83564661568903,5.00000994169732,3.47421801515385,3.02813953398485,2.71923210749409
"7",5.59006870705259,5.45500213861709,7.28090995452948,3.70100436903584,8.19056416004554,4.92457077637745,3.85229681106065,5.60480227234212,7.3680418339011,4.64035057860943,4.77506279887403,5.21226932834053,3.517014223263,4.95635180286037,5.8631620596377,4.5842126456645,3.6849860317502,5.90623873549683,5.60757728319955,7.96208638482244,1.70489452258465,4.57796216678787,6.58336632125214,7.97374731385577,5.0161321822766,3.60216183940282,5.77334108044289,9.48068013505508,4.88288191198723,6.66662244576616,2.08343662138819,2.95166655002455,7.76201026062651,3.62727422285577,4.26952163110631,5.03673211927984,3.86891591519458,6.90401216902112,3.73571927228887,5.94921900479253,6.18029749803042,4.68451329679651,3.65304101684771,4.10667555955128,3.80109105751414
"8",5.38528588481087,5.1923899041867,7.55143301955614,3.42149523439628,8.46749459999657,5.59919467616324,4.6865568449291,5.15037444297546,7.21425832032065,5.32148863387682,5.57843489659714,5.3761633567828,3.69638122733413,4.63284563993558,5.93011015868146,4.52243687397451,3.31116396296505,5.53997658577851,5.07876951539008,7.00822821905981,2.33714597324685,5.19943409069237,6.61332368597952,7.41699550496634,5.0434731027293,3.29038696589422,5.94495305174449,8.58667781368905,4.71276378081553,6.57910418455652,1.84228669746129,2.97254454250157,7.01118194963991,3.58820406234494,4.12245643274943,4.77178273212825,4.24692300347399,7.06466020297595,4.34219015790113,6.2526519517141,6.49215715893621,4.44032396645082,4.40775730282354,3.90376867086695,3.47257624515751
"9",4.79453392615614,4.67713634620886,8.16981561945889,3.30722246221691,7.7573468481367,6.0884237095171,5.28855841778199,4.69583653720496,7.14287462839429,5.38444455548003,5.39140461281604,5.1850639538744,4.28068643739434,5.73927961028764,6.87700812667749,4.98670070123637,3.21644086124563,5.63245116091659,6.0619948818501,7.46703426281949,2.29461062298515,5.55311876969646,6.65431515145522,7.09299688405095,5.50567049978377,3.06329980133738,6.60433333332063,8.31648425601873,4.54023921898395,7.03345226874634,1.78307295247632,3.20742846394402,6.54146717455035,3.47999290674514,4.2438398162682,5.25188378599046,4.09113562366901,6.8432059546248,4.93812571088532,5.86536562448648,6.13224440571499,3.94932107481501,3.92616796462223,4.03974311730774,3.43685584409925
"10",4.60944084342295,4.48049351297462,8.06028726675273,3.15076012186245,7.19492299789266,5.62024766620449,5.22020766395546,5.0530202926843,6.54665263412809,5.11693905197584,5.39943466686842,4.67108425574452,4.35014562888267,5.95429099721873,6.28708621516906,4.86725084750379,3.2758727167483,5.41216134475793,5.57314102251378,6.87103170754604,2.75846943181494,5.3038145793019,6.59027494098257,6.5824435671978,5.35904519610692,2.98575062115789,6.35157901760615,7.55612584751594,4.99300051270749,7.37294775094562,1.68217091540862,2.90415525566104,6.8893715135878,3.53341619899288,5.25134030732605,5.27781450336443,4.57290501584924,6.32261281673828,4.58477049352668,5.48065935168361,5.52008347963103,3.71857606360006,4.44626240746297,4.78174973351846,4.05080570243488
"11",4.28442242300216,4.47344127909862,8.08459667354951,3.05208393847793,7.0564168824032,5.20055981053994,5.09070645474125,4.68999808469708,6.37352660691967,4.76382060703403,5.11015644545085,4.33187002375414,4.23578920452761,6.4904972169611,6.34032102931367,4.84373686805229,3.05033988195882,5.21018970393052,5.54370670177344,6.32906041227916,2.60147887287393,5.30210408348888,6.3201399877757,6.41745539212557,5.21006287098756,3.58099344386403,6.22834312451341,7.46582340718745,4.6430358807175,8.00502903877668,1.5715368333717,3.03301951633612,6.50606404318539,3.28855967974505,5.84545741185301,4.97764869336644,4.41396638375327,6.70527873168786,4.27421959262793,5.68472916086503,5.48771437043736,3.74283348678806,4.49280439376167,4.84690348144683,4.08177916093381
"12",4.08922310812748,4.54156690536526,8.24032970428674,2.86286573587932,7.35347016964659,4.87486781160565,5.09493958471651,4.69400033332106,6.40782428508686,4.71328200954908,4.74507421856473,4.25056639376765,4.20309921908381,6.26683877773035,5.83781000337401,5.27937825733222,3.03850118096753,5.29558492393924,5.28351568278931,5.86089093575377,3.20035970042536,5.03635862697422,5.98897774164232,6.24761857904972,5.26320670153113,4.14907736192142,5.88388069915806,6.91296039505135,4.35503647618165,8.3586220224337,1.63292261042578,3.11138332460927,6.32716666333088,3.60277806641393,5.53939755284659,4.72977923959442,4.79143532903591,6.20532679481354,4.33943983877575,5.41633425351067,5.20561994635579,3.60541363031367,4.37460075354324,4.52341331646024,3.86814028740322
"13",4.46310667909735,5.12022387535884,8.5586442591048,2.87535188329339,7.27625507221766,4.90298771421326,5.23856062354377,5.06314227984523,5.93506146687972,4.52968422369103,4.9372063109368,4.21307906407347,4.54836658405146,6.07709232063887,5.78683644205474,5.40605391602808,3.28157232843921,5.04850145983077,5.08751363552361,5.72854114718618,3.37981462103984,4.67300617959043,5.71812221944387,6.03932331555349,5.07696211253913,4.09793071992666,5.46339938271076,6.52759552219966,4.90155554291662,8.93806134546775,1.78180544674162,3.09898220495814,6.64127544954426,3.50806816505316,5.44075781745693,5.1667235216253,4.77019516138381,5.99923997262052,4.23834126337793,5.10539218361501,4.9398309969023,3.49980697333075,4.10376484365065,4.29986993952662,4.08013542810085
"14",4.30825030482801,5.09628625438509,8.77164410690822,2.74773676884789,7.36429897491188,4.74658330919745,5.28497497897694,5.03114552396918,6.16236439654382,4.45568924067494,4.85747883195764,3.93944080176376,4.6575140384319,5.7333333237646,5.79537679052915,5.19833591819491,3.25305959811064,5.13364653105742,4.87184740733623,5.88485421400582,3.19977048337253,4.75090657484719,5.56928615459434,6.01147908849156,4.82433409415162,4.11798133376409,5.14298161158486,6.10743009036576,4.63223397374126,9.25232963706192,2.02713065985316,3.08906609159796,6.45574322200926,3.73376294994518,5.54894734337361,5.51690880764751,4.67630818055403,5.68694807449418,4.37309675519956,5.01732746860027,4.9300017370358,3.63559017006316,4.18701618029614,4.42271281172373,3.90700651013404
"15",4.32364182435185,4.93704689486131,8.61372690921477,2.61359169763116,6.99606088557044,4.77098422909038,5.14113243970006,4.82712473081206,6.43301444861896,4.34816260078016,4.61314123233845,3.93751024790555,4.35274499555526,5.53877938331333,5.45064337584242,5.52974996299777,3.19018028935376,5.43270218710994,4.63401287461396,5.65194264682978,3.74863049424811,4.52996620175913,5.60466999399602,5.93396699978081,5.20863245181855,4.01660941889888,5.06973680659617,6.89845624972077,4.35504133279075,8.83700264826131,2.1276226206843,3.06927044037628,6.25509634930379,3.57500454066559,5.36505296596585,5.702060578752,4.83811823079647,5.73896401778986,4.19977657604096,5.12944986644672,4.97658922204908,4.72458875720879,4.48780673592598,4.17067361362799,3.82687413501956
