"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45"
"1",-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,1
"2",1.39632822234961,1.42345810805433,-2,-2,-1.49509549499644,1.07087560580993,0.510646692545739,-2,-2,-1.90068334632136,-0.337392395287255,-2,2,-0.460044144166396,0.202476213579386,1.12165248150224,2,0.549438546388988,0.549931008346922,-1.29183049715443,2,1.92725739677877,-1.14885989266731,-0.0660265937147177,0.296459140065855,2,2,1.85265063558449,2,2,-2,-2,2,0.615581595232763,0.39775534930251,-2,-2,0.546262525379536,-0.258842882539779,2,-0.0900029631106278,2,-2,2,2
"3",-2.22963564668252,-1.49640773426817,-3,-3,-2.774156311413,-1.14115151380191,0.287852828752318,-3,-3,-2.90452869290345,-1.72518290492609,-3,0.857749085335644,-2.44576934527282,-0.375966810024309,0.227065270198304,3,-1.68135434410006,-0.0164822624453517,-2.44109992687347,3,2.90724710601767,-2.69552788271408,-0.663301292998804,-0.61533567641489,-1.56346369881336,0.34198993664386,-0.0570725112555074,0.561126372864856,2.46643093322314,-3,-0.600513844048355,3,-2.08428564017336,0.668961862012165,-3,-3,-1.47450011305208,-2.29851309485239,0.551869729764105,-1.1763381722796,3,-2.47928830560093,3,-1.8131390291357
"4",-3.06912198086267,-2.75034208592814,-3.97678267342467,-4,-3.76655435720727,-2.57530222583984,0.394410895557994,-4,-3.91726108283121,-3.90012487165824,-2.37197525495095,-4,0.149623575918821,-3.37574736610638,-2.1812213657619,-0.0322345334522231,2.86827673987539,-2.70383914038714,-0.85887377842143,-3.47995001435849,4,1.93771843140736,-3.6282263422623,-1.68225472677972,-1.37535319210297,-2.21300300669669,-0.877300662740551,-0.421252445046224,-0.0706497900119577,2.11079051736028,-4,-1.77726516718799,2.38873621532745,-1.94797651996093,-1.61594002041181,-4,-4,-2.74479167734531,-2.78273275454372,0.919260791836169,-1.98185555729211,1.37208146190272,-2.11813779508341,-0.677176368963815,-2.98603449144184
"5",0.29731906323571,-3.59297413261966,-4.97947267118732,-5,-4.7368229195453,-3.49673098998071,-1.29012599989779,-5,-4.91772718176719,-4.88086297207721,-3.55624410326902,-5,0.762970541707841,-4.27758526918254,-3.61401151226644,0.876453016567147,3.03487726104803,-3.94112601383269,-2.39266641835935,-4.50930755526546,5,1.4371588804718,-4.66293253588647,-2.85813677388174,-2.60846544992236,-2.4956072275765,-2.21432756175582,-0.755759249224729,-2.60516759208347,-0.0431408189381331,-5,-3.15548663232522,3.02662299625982,-2.86320343775241,-2.40783763331738,-5,-5,-3.611130816525,-3.12222274788128,1.69808718490827,-3.00306973473625,0.942495810485229,-1.63379488951932,0.101562647760414,-4.52589987070788
"6",-1.04678541190914,-4.50813533431837,-5.98091945369221,-6,-5.52603569938787,-4.7784815719354,-3.04460068481151,-6,-5.91007303824779,-5.87026714631071,-4.58412320412481,-5.97156364066948,1.11829104072055,-5.35061981364505,-4.60134792218054,1.34707530430618,4.42293429479439,-4.95469343316535,-3.47213342877556,-5.53035202745719,6,0.918184635748888,-5.65581650322666,-3.75086017075391,-3.74636690509485,-4.1381096101752,-2.80522191243043,0.336494710274902,-3.72338870477415,-2.4202966205449,-6,-4.67819592307172,1.17574559032961,-4.14322352205073,-3.74712598735427,-6,-6,-2.98700591105917,-4.40549248371148,2.24398852535758,-3.80865982959517,1.87034178572891,-0.34151282893215,-0.438489661656233,-5.55763045266512
"7",-3.22084735558361,-6.0973739945126,-6.98867960464653,-7,-6.70952291697034,-6.48723141076883,-4.87409513207954,-7,-6.93276615413494,-6.9096020690994,-6.24057708009981,-6.97374902786773,-3.37795303181622,-6.62678936579956,-5.92050059171298,-0.183214877745208,0.844676226066101,-6.16356366101304,-4.94316820564552,-6.70457738190672,7,-3.36064895626289,-6.75797359852556,-5.26344896834078,-5.42818243959765,-5.74134226645035,-4.68820000835814,-0.826568047169703,-5.68960940422017,-4.33314837824799,-7,-6.31143864835478,1.830250094061,-5.85133997750528,-5.0381180157049,-4.09534422477743,-7,-4.38930513621258,-6.08230486411987,0.373250412626503,-5.31789281904544,2.52912338883992,-1.08101424255675,-1.37953870109718,-6.69949448388808
"8",-3.09866480692241,-6.81290694703237,-7.98821915784198,-8,-7.72692944694799,-7.5781897640151,-6.2047253209061,-7.30799498865248,-7.93045838311676,-7.92227722451307,-7.37296169106794,-7.97360092444405,-4.01849382622743,-7.577187082763,-3.88993531852921,0.879406470719798,2.72730910553738,-6.08701735826942,-5.75060471100416,-7.14685196939502,6.32897743767577,-0.584073897833353,-6.14492378353969,-6.10863355909907,-5.2560460414923,-6.6331592183377,-4.2432320265233,-1.32882012376412,-6.54158262815067,-5.45276107608693,-8,-7.32175461308892,-0.396669053069704,-6.81549645528333,-6.07543482392723,-5.04920738848485,-6.05547958267734,-5.59245682458609,-7.12334269638345,1.81051832437537,-6.29527952139046,1.24500661895845,-2.76319275653894,-1.33020207866149,-7.67298801705184
"9",-1.34693758466975,-4.79369210422036,-8.98811935556336,-6.71223488225875,-7.4347442530128,-3.91877461835578,-4.80373794250037,-6.90286813488744,-6.39012819903557,-5.06975041659175,-6.03990630031835,-6.22654509486915,1.68102123897495,-3.50836225453793,-0.531820586813565,-1.25243764523551,4.34665760646909,-3.42010532385124,-2.68409624414554,-3.14271167834699,7.71720359959918,2.31711421706865,-4.4766568851427,-4.50046801748116,-2.20938805498221,-6.89353809820709,-1.70551537578246,-0.472992327731351,-4.43838704289381,-6.62794394727724,-9,-4.06339716811734,-1.85827589063832,-4.24361475800811,-6.06906615046366,-6.35717500862298,-7.1123929593908,-5.77742674596219,-2.53201663291615,3.49489518204368,-3.73517692186792,0.545632307984764,-2.12687344280936,-2.57092235671797,-6.00411402597838
"10",-0.0900350180746512,-5.46029738211968,-9.98745914209558,-7.84602114366898,-8.32326487572865,-3.77137340222531,-5.80291920247961,-7.93113284233822,-6.67920491641914,-3.98285437923164,-3.95084576592611,-6.41664475887984,1.63627399106229,-3.06135979136969,-0.0899357554916853,-0.452755591917393,2.4396925388658,-3.06024671586287,-3.04104999461664,-3.14943040082845,9.04810932776524,2.77424520039376,-5.458179516475,-5.16033477745838,-2.47177895068035,-7.84821474412237,-2.0893055631087,-0.343170383339771,-5.55289696055772,-7.81949588883511,-10,-4.03233456170367,-0.977830713297376,-5.28295802093362,-4.51497962607891,-7.7014187878307,-8.36061967926045,-6.84830158575238,-1.75955697871196,3.90776814667253,-3.84119392814181,0.164045166909237,0.167506634610474,-4.93407792495062,-3.75982012648359
